0.183	0.1
0.185	0.099
0.186	0.099
0.188	0.099
0.19	0.099
0.191	0.099
0.192	0.099
0.194	0.099
0.195	0.099
0.196	0.099
0.197	0.099
0.199	0.099
0.201	0.099
0.202	0.099
0.204	0.099
0.205	0.099
0.206	0.099
0.208	0.099
0.209	0.099
0.21	0.099
0.211	0.099
0.212	0.099
0.213	0.099
0.215	0.099
0.217	0.099
0.22	0.1
0.221	0.1
0.222	0.1
0.223	0.1
0.224	0.101
0.225	0.101
0.226	0.101
0.227	0.101
0.227	0.102
0.228	0.102
0.229	0.102
0.23	0.102
0.231	0.103
0.233	0.103
0.233	0.104
0.234	0.104
0.236	0.104
0.237	0.105
0.239	0.106
0.241	0.107
0.242	0.107
0.243	0.108
0.245	0.109
0.247	0.11
0.249	0.112
0.25	0.112
0.251	0.113
0.252	0.113
0.254	0.114
0.255	0.115
0.256	0.116
0.257	0.116
0.257	0.117
0.258	0.118
0.26	0.12
0.26	0.121
0.261	0.122
0.262	0.124
0.263	0.126
0.264	0.128
0.265	0.131
0.265	0.133
0.266	0.135
0.267	0.137
0.267	0.14
0.268	0.141
0.269	0.145
0.27	0.148
0.271	0.151
0.271	0.152
0.272	0.155
0.272	0.158
0.272	0.16
0.272	0.162
0.272	0.164
0.272	0.165
0.272	0.167
0.272	0.168
0.272	0.17
0.272	0.171
0.272	0.172
0.272	0.174
0.271	0.177
0.271	0.179
0.27	0.181
0.27	0.183
0.27	0.184
0.27	0.185
0.269	0.187
0.269	0.188
0.269	0.189
0.268	0.191
0.268	0.192
0.268	0.193
0.267	0.195
0.266	0.197
0.266	0.198
0.266	0.2
0.265	0.201
0.265	0.203
0.265	0.204
0.265	0.206
0.264	0.208
0.264	0.21
0.264	0.211
0.264	0.214
0.264	0.216
0.263	0.218
0.263	0.219
0.263	0.22
0.262	0.222
0.262	0.224
0.262	0.225
0.262	0.227
0.261	0.229
0.261	0.23
0.261	0.231
0.26	0.232
0.26	0.233
0.26	0.234
0.259	0.235
0.259	0.236
0.259	0.237
0.258	0.237
0.258	0.238
0.257	0.238
0.256	0.236
0.255	0.235
0.254	0.234
0.254	0.233
0.253	0.232
0.252	0.231
0.252	0.23
0.251	0.228
0.251	0.227
0.25	0.226
0.25	0.224
0.25	0.223
0.25	0.222
0.25	0.221
0.249	0.22
0.249	0.218
0.248	0.218
0.248	0.216
0.248	0.215
0.248	0.214
0.247	0.213
0.247	0.212
0.247	0.211
0.247	0.209
0.247	0.208
0.247	0.206
0.247	0.205
0.247	0.204
0.247	0.203
0.247	0.202
0.246	0.201
0.246	0.199
0.245	0.197
0.245	0.196
0.245	0.195
0.245	0.193
0.244	0.192
0.244	0.191
0.244	0.19
0.244	0.188
0.244	0.186
0.243	0.184
0.243	0.182
0.243	0.18
0.243	0.179
0.243	0.178
0.242	0.176
0.242	0.174
0.242	0.173
0.242	0.171
0.242	0.17
0.242	0.169
0.241	0.167
0.241	0.166
0.241	0.165
0.241	0.164
0.241	0.163
0.241	0.162
0.241	0.161
0.241	0.16
0.241	0.159
0.241	0.158
0.241	0.156
0.241	0.155
0.241	0.154
0.241	0.152
0.241	0.15
0.241	0.149
0.24	0.147
0.24	0.145
0.24	0.143
0.24	0.142
0.24	0.141
0.24	0.14
0.24	0.138
0.24	0.137
0.24	0.136
0.24	0.135
0.24	0.134
0.24	0.133
0.24	0.131
0.24	0.13
0.24	0.129
0.24	0.127
0.24	0.124
0.24	0.122
0.24	0.121
0.24	0.12
0.24	0.118
0.24	0.116
0.24	0.115
0.24	0.114
0.24	0.112
0.24	0.11
0.24	0.108
0.24	0.107
0.24	0.106
0.24	0.104
0.24	0.103
0.24	0.102
0.24	0.101
0.24	0.1
0.24	0.099
0.24	0.098
0.24	0.097
0.24	0.096
0.24	0.095
0.241	0.094
0.241	0.093
0.241	0.091
0.241	0.09
0.241	0.089
0.242	0.089
0.242	0.088
0.242	0.087
0.242	0.086
0.243	0.085
0.243	0.084
0.243	0.083
0.243	0.082
0.244	0.081
0.244	0.08
0.245	0.078
0.245	0.077
0.245	0.076
0.246	0.075
0.246	0.074
0.247	0.074
0.247	0.073
0.247	0.072
0.248	0.072
0.248	0.071
0.249	0.07
0.249	0.069
0.25	0.068
0.251	0.068
0.251	0.067
0.252	0.066
0.253	0.065
0.254	0.064
0.255	0.064
0.256	0.063
0.257	0.063
0.258	0.062
0.259	0.062
0.261	0.061
0.262	0.061
0.263	0.061
0.264	0.06
0.265	0.06
0.266	0.06
0.267	0.059
0.268	0.059
0.269	0.059
0.27	0.058
0.271	0.058
0.272	0.058
0.273	0.058
0.274	0.058
0.275	0.058
0.277	0.058
0.278	0.058
0.28	0.058
0.281	0.058
0.282	0.058
0.284	0.058
0.285	0.058
0.286	0.058
0.287	0.058
0.288	0.058
0.289	0.058
0.289	0.059
0.29	0.059
0.29	0.06
0.291	0.06
0.291	0.061
0.292	0.061
0.293	0.061
0.293	0.062
0.294	0.062
0.295	0.063
0.295	0.064
0.297	0.064
0.297	0.065
0.298	0.066
0.299	0.067
0.3	0.068
0.301	0.069
0.302	0.069
0.302	0.07
0.303	0.072
0.304	0.072
0.304	0.073
0.305	0.074
0.305	0.075
0.305	0.076
0.305	0.077
0.305	0.078
0.305	0.079
0.306	0.081
0.306	0.083
0.306	0.086
0.307	0.087
0.307	0.09
0.308	0.094
0.308	0.098
0.308	0.101
0.309	0.104
0.31	0.107
0.31	0.111
0.31	0.113
0.31	0.115
0.31	0.117
0.31	0.119
0.311	0.121
0.311	0.123
0.311	0.124
0.311	0.125
0.311	0.127
0.311	0.128
0.311	0.13
0.311	0.133
0.311	0.136
0.311	0.137
0.311	0.139
0.311	0.14
0.312	0.142
0.312	0.145
0.312	0.146
0.312	0.148
0.312	0.152
0.312	0.153
0.312	0.155
0.312	0.157
0.312	0.16
0.312	0.161
0.312	0.163
0.313	0.165
0.313	0.168
0.313	0.169
0.313	0.171
0.313	0.174
0.313	0.176
0.313	0.177
0.313	0.178
0.313	0.179
0.313	0.181
0.313	0.182
0.313	0.183
0.313	0.184
0.313	0.185
0.313	0.186
0.313	0.187
0.313	0.189
0.313	0.19
0.313	0.191
0.313	0.193
0.313	0.194
0.313	0.195
0.313	0.196
0.313	0.199
0.313	0.202
0.313	0.204
0.313	0.206
0.313	0.208
0.313	0.21
0.313	0.213
0.313	0.215
0.313	0.217
0.313	0.219
0.313	0.22
0.313	0.221
0.313	0.222
0.313	0.223
0.313	0.224
0.313	0.225
0.313	0.226
0.313	0.227
0.313	0.229
0.313	0.23
0.313	0.232
0.313	0.233
0.313	0.235
0.313	0.237
0.313	0.238
0.313	0.239
0.312	0.24
0.312	0.242
0.312	0.243
0.312	0.244
0.312	0.245
0.312	0.246
0.312	0.247
0.311	0.249
0.311	0.25
0.311	0.251
0.31	0.252
0.31	0.253
0.31	0.254
0.31	0.255
0.309	0.256
0.309	0.257
0.309	0.259
0.308	0.26
0.308	0.261
0.307	0.262
0.307	0.263
0.306	0.263
0.306	0.264
0.306	0.265
0.305	0.265
0.305	0.266
0.304	0.267
0.304	0.268
0.303	0.269
0.303	0.27
0.302	0.271
0.301	0.273
0.3	0.274
0.3	0.275
0.299	0.276
0.298	0.277
0.297	0.279
0.296	0.28
0.296	0.281
0.295	0.282
0.294	0.284
0.294	0.286
0.293	0.287
0.292	0.289
0.291	0.29
0.29	0.291
0.29	0.292
0.289	0.293
0.288	0.295
0.287	0.296
0.286	0.296
0.286	0.297
0.285	0.298
0.284	0.299
0.283	0.3
0.283	0.301
0.282	0.301
0.281	0.302
0.28	0.303
0.279	0.304
0.278	0.305
0.277	0.305
0.276	0.306
0.275	0.307
0.274	0.307
0.274	0.308
0.273	0.308
0.272	0.309
0.27	0.31
0.269	0.31
0.268	0.311
0.267	0.311
0.266	0.311
0.265	0.311
0.264	0.312
0.263	0.312
0.262	0.312
0.261	0.312
0.26	0.312
0.259	0.312
0.258	0.312
0.257	0.312
0.256	0.312
0.256	0.313
0.255	0.313
0.254	0.313
0.253	0.313
0.252	0.313
0.251	0.313
0.25	0.313
0.249	0.313
0.248	0.313
0.248	0.312
0.247	0.312
0.247	0.311
0.246	0.311
0.245	0.311
0.245	0.31
